n,rand_std,rand_hyb,rev_std,rev_hyb,alm_std,alm_hyb
92300,32,27,15,21,17,17
92400,38,26,21,32,10,7
92500,64,34,15,11,9,8
92600,22,20,12,11,8,7
92700,21,20,12,10,8,7
92800,21,18,11,9,6,6
92900,21,18,10,10,6,7
93000,21,19,10,10,6,8
93100,19,18,10,10,7,7
93200,21,17,10,10,6,6
93300,19,18,10,9,6,6
93400,21,17,10,11,7,7
93500,20,17,10,9,8,7
93600,19,17,10,9,6,6
93700,20,19,11,11,7,6
93800,21,19,11,10,7,7
93900,21,19,10,11,7,7
94000,23,18,11,10,7,7
94100,20,17,11,10,6,6
94200,19,18,10,9,7,7
94300,20,20,12,10,7,7
94400,21,20,11,12,8,9
94500,28,25,14,25,19,10
94600,49,36,19,30,19,10
94700,34,93,123,25,18,8
94800,80,31,13,12,8,8
94900,38,26,13,12,8,10
95000,30,25,14,14,10,8
95100,26,34,12,13,8,10
95200,30,25,16,13,8,8
95300,25,24,13,31,11,9
95400,24,24,13,12,8,8
95500,24,22,12,11,7,7
95600,23,21,12,11,7,7
95700,22,20,10,11,8,7
95800,23,20,11,11,7,7
95900,21,18,10,10,7,7
96000,21,19,11,11,7,7
96100,22,18,10,10,7,6
96200,20,18,10,10,6,6
96300,20,18,10,10,6,7
96400,21,19,11,11,7,6
96500,20,18,11,10,6,7
96600,21,18,10,10,7,7
96700,20,20,12,12,8,7
96800,23,20,11,11,7,7
96900,20,20,11,11,7,7
97000,26,23,12,12,8,8
97100,29,25,13,12,8,8
97200,25,22,12,11,7,7
97300,21,20,10,10,7,7
97400,20,19,11,11,7,7
97500,53,21,13,12,8,8
97600,25,22,13,11,8,8
97700,23,21,12,11,8,7
97800,21,19,11,10,7,7
97900,22,19,11,11,6,6
98000,20,19,10,10,8,7
98100,22,18,11,11,7,7
98200,20,18,13,10,6,6
98300,22,20,11,10,7,6
98400,20,19,12,10,7,8
98500,27,21,12,12,7,7
98600,23,20,11,11,7,7
98700,22,21,12,11,7,7
98800,21,18,10,10,6,6
98900,24,21,12,11,7,8
99000,25,22,13,12,9,8
99100,23,21,11,11,7,7
99200,21,20,12,11,8,10
99300,24,22,12,11,7,7
99400,22,21,12,11,8,8
99500,24,24,13,13,9,9
99600,32,23,13,12,9,8
99700,26,22,13,12,8,8
99800,24,22,12,13,8,8
99900,25,23,13,13,8,8
100000,22,19,11,11,7,7
